Seed no.,Date,Type of Soil,Sunlight,Frequency of water,Nitrogren,Phosphorus,Potassium,Height (mm),Number of leaves
Seed 119,12-Apr,Organic Soil,0,0,2.2,1.2,3.2,30,2
Seed 120,12-Apr,Organic Soil,0,0,1.5,0.8,2.2,0,0
Seed 121,12-Apr,Organic Soil,0,0,1.9,1,2.7,23,2
Seed 122,12-Apr,Organic Soil,0,0,1.6,0.8,2.4,0,0
Seed 123,12-Apr,Organic Soil,0,0,1.8,1,2.8,0,0
Seed 124,12-Apr,Organic Soil,0,0,1.5,0.7,2.1,27,2
Seed 125,12-Apr,Organic Soil,0,0,2,1.1,2.9,0,0
Seed 126,12-Apr,Organic Soil,0,0,1.7,0.9,2.5,0,0
Seed 127,12-Apr,Organic Soil,0,0,2.2,1.2,3.2,0,0
Seed 128,12-Apr,Organic Soil,0,0,1.5,0.8,2.2,0,0
Seed 129,12-Apr,Organic Soil,0,0,1.9,1,2.7,30,2
Seed 130,12-Apr,Organic Soil,0,0,1.6,0.8,2.4,27,2
Seed 1,13-Apr,Loam Soil,0,0,1.4,0.7,2,40,3
Seed 2,13-Apr,Loam Soil,0,0,1.7,0.8,2.3,41,4
Seed 3,13-Apr,Loam Soil,0,0,1.2,0.6,1.8,41,4
Seed 4,13-Apr,Loam Soil,0,0,1.5,0.7,2.1,37,3
Seed 5,13-Apr,Loam Soil,0,0,1.3,0.6,1.9,50,4
Seed 6,13-Apr,Loam Soil,0,0,1.6,0.7,2.2,47,4
Seed 7,13-Apr,Loam Soil,0,0,1.1,0.5,1.7,35,3
Seed 8,13-Apr,Loam Soil,0,0,1.4,0.6,2,36,4
Seed 9,13-Apr,Loam Soil,0,0,1.7,0.8,2.3,42,2
Seed 10,13-Apr,Loam Soil,0,0,1.2,0.5,1.8,41,3
Seed 11,13-Apr,Loam Soil,0,0,1.5,0.7,2.1,40,3
Seed 12,13-Apr,Loam Soil,0,0,1.3,0.6,1.9,33,4
Seed 13,13-Apr,Loam Soil,0,0,1.6,0.7,2.2,35,3
Seed 14,13-Apr,Loam Soil,0,0,1.1,0.5,1.7,40,3
Seed 15,13-Apr,Loam Soil,0,0,1.4,0.6,2,51,4
Seed 16,13-Apr,Loam Soil,0,0,1.7,0.8,2.3,53,4
Seed 17,13-Apr,Loam Soil,0,0,1.2,0.5,1.8,40,4
Seed 18,13-Apr,Loam Soil,0,0,1.5,0.7,2.1,41,3
Seed 19,13-Apr,Loam Soil,0,0,1.3,0.6,1.9,33,4
Seed 20,13-Apr,Loam Soil,0,0,1.6,0.7,2.2,36,4
Seed 21,13-Apr,Loam Soil,0,0,1.1,0.5,1.7,37,4
Seed 22,13-Apr,Loam Soil,0,0,1.4,0.6,2,35,4
Seed 23,13-Apr,Loam Soil,0,0,1.7,0.8,2.3,40,3
Seed 24,13-Apr,Loam Soil,0,0,1.2,0.5,1.8,45,3
Seed 25,13-Apr,Loam Soil,0,0,1.5,0.7,2.1,52,3
Seed 26,13-Apr,Loam Soil,0,0,1.3,0.6,1.9,54,3
Seed 27,13-Apr,Loam Soil,0,0,1.6,0.7,2.2,41,3
Seed 28,13-Apr,Loam Soil,0,0,1.1,0.5,1.7,36,4
Seed 29,13-Apr,Loam Soil,0,0,1.4,0.6,2,31,3
Seed 30,13-Apr,Loam Soil,0,0,1.7,0.8,2.3,36,2
Seed 31,13-Apr,Loam Soil,0,0,1.2,0.5,1.8,56,5
Seed 32,13-Apr,Loam Soil,0,0,1.5,0.7,2.1,0,0
Seed 33,13-Apr,Loam Soil,0,0,1.3,0.6,1.9,30,3
Seed 34,13-Apr,Loam Soil,0,0,1.6,0.7,2.2,37,4
Seed 35,13-Apr,Loam Soil,0,0,1.1,0.5,1.7,51,3
Seed 36,13-Apr,Loam Soil,0,0,1.4,0.6,2,52,3
Seed 37,13-Apr,Loam Soil,0,0,1.7,0.8,2.3,45,3
Seed 38,13-Apr,Loam Soil,0,0,1.2,0.5,1.8,45,3
Seed 39,13-Apr,Loam Soil,0,0,1.2,0.5,1.3,41,4
Seed 40,13-Apr,Loam Soil,0,0,1.5,0.6,1.5,46,3
Seed 41,13-Apr,Loam Soil,0,0,1,0.4,1.1,41,3
Seed 42,13-Apr,Loam Soil,0,0,1.3,0.5,1.3,46,4
Seed 43,13-Apr,Loam Soil,0,0,1.1,0.4,1.2,35,4
Seed 44,13-Apr,Loam Soil,0,0,1.4,0.6,1.4,37,4
Seed 45,13-Apr,Loam Soil,0,0,0.9,0.3,1,45,4
Seed 46,13-Apr,Loam Soil,0,0,1.2,0.5,1.2,54,3
Seed 47,13-Apr,Loam Soil,0,0,1.5,0.6,1.4,52,3
Seed 48,13-Apr,Loam Soil,0,0,1,0.4,1.1,35,4
Seed 49,13-Apr,Loam Soil,0,0,1.3,0.5,1.3,41,4
Seed 50,13-Apr,Loam Soil,0,0,1.1,0.4,1.2,47,3
Seed 51,13-Apr,Loam Soil,0,0,1.4,0.6,1.4,46,4
Seed 52,13-Apr,Loam Soil,0,0,0.9,0.3,1,41,4
Seed 53,13-Apr,Loam Soil,0,0,1.2,0.5,1.2,38,3
Seed 54,13-Apr,Loam Soil,0,0,1.5,0.6,1.4,40,4
Seed 55,13-Apr,Loam Soil,0,0,1,0.4,1.1,60,3
Seed 56,13-Apr,Loam Soil,0,0,1.3,0.5,1.3,56,3
Seed 57,13-Apr,Loam Soil,0,0,1.1,0.4,1.2,40,2
Seed 58,13-Apr,Loam Soil,0,0,1.4,0.6,1.4,37,3
Seed 59,13-Apr,Loam Soil,0,0,0.9,0.3,1,36,4
Seed 60,13-Apr,Loam Soil,0,0,1.2,0.5,1.2,41,4
Seed 61,13-Apr,Loam Soil,0,0,1.5,0.6,1.4,46,3
Seed 62,13-Apr,Loam Soil,0,0,1,0.4,1.1,30,4
Seed 63,13-Apr,Loam Soil,0,0,1.3,0.5,1.3,36,3
Seed 64,13-Apr,Loam Soil,0,0,1.1,0.4,1.2,51,4
Seed 65,13-Apr,Loam Soil,0,0,1.4,0.6,1.4,56,4
Seed 66,13-Apr,Organic Soil,0,0,0.9,0.3,1,28,3
Seed 67,13-Apr,Organic Soil,0,0,1.2,0.5,1.2,0,0
Seed 68,13-Apr,Organic Soil,0,0,1.5,0.6,1.4,27,2
Seed 69,13-Apr,Organic Soil,0,0,1,0.4,1.1,25,2
Seed 70,13-Apr,Organic Soil,0,0,1.3,0.5,1.3,0,0
Seed 71,13-Apr,Organic Soil,0,0,1.1,0.4,1.2,25,2
Seed 72,13-Apr,Organic Soil,0,0,1.4,0.6,1.4,0,0
Seed 73,13-Apr,Organic Soil,0,0,0.9,0.3,1,0,0
Seed 74,13-Apr,Organic Soil,0,0,1.2,0.5,1.2,30,2
Seed 75,13-Apr,Organic Soil,0,0,1.5,0.6,1.4,0,0
Seed 76,13-Apr,Organic Soil,0,0,1,0.4,1.1,0,0
Seed 77,13-Apr,Organic Soil,0,0,0.8,0.3,0.9,33,2
Seed 78,13-Apr,Organic Soil,0,0,1.1,0.4,1,0,0
Seed 79,13-Apr,Organic Soil,0,0,0.6,0.2,0.7,27,2
Seed 80,13-Apr,Organic Soil,0,0,0.9,0.3,0.9,0,0
Seed 81,13-Apr,Organic Soil,0,0,0.7,0.2,0.8,0,0
Seed 82,13-Apr,Organic Soil,0,0,1,0.4,1,33,2
Seed 83,13-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 84,13-Apr,Organic Soil,0,0,0.8,0.3,0.8,22,2
Seed 85,13-Apr,Organic Soil,0,0,1.1,0.4,1,0,0
Seed 86,13-Apr,Organic Soil,0,0,0.6,0.2,0.7,23,2
Seed 87,13-Apr,Organic Soil,0,0,0.9,0.3,0.9,0,0
Seed 88,13-Apr,Organic Soil,0,0,0.7,0.2,0.8,31,2
Seed 89,13-Apr,Organic Soil,0,0,1,0.4,1,0,0
Seed 90,13-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 91,13-Apr,Organic Soil,0,0,0.8,0.3,0.8,0,0
Seed 92,13-Apr,Organic Soil,0,0,1.1,0.4,1,27,2
Seed 93,13-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 94,13-Apr,Organic Soil,0,0,0.9,0.3,0.9,30,2
Seed 95,13-Apr,Organic Soil,0,0,0.7,0.2,0.8,0,0
Seed 96,13-Apr,Organic Soil,0,0,1,0.4,1,0,0
Seed 97,13-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 98,13-Apr,Organic Soil,0,0,0.8,0.3,0.8,0,0
Seed 99,13-Apr,Organic Soil,0,0,1.1,0.4,1,33,2
Seed 100,13-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 101,13-Apr,Organic Soil,0,0,0.9,0.3,0.9,30,2
Seed 102,13-Apr,Organic Soil,0,0,0.7,0.2,0.8,0,0
Seed 103,13-Apr,Organic Soil,0,0,1,0.4,1,0,0
Seed 104,13-Apr,Organic Soil,0,0,0.5,0.2,0.6,30,2
Seed 105,13-Apr,Organic Soil,0,0,0.8,0.3,0.8,0,0
Seed 106,13-Apr,Organic Soil,0,0,1.1,0.4,1,0,0
Seed 107,13-Apr,Organic Soil,0,0,0.6,0.2,0.7,28,2
Seed 108,13-Apr,Organic Soil,0,0,0.9,0.3,0.9,0,0
Seed 109,13-Apr,Organic Soil,0,0,0.7,0.2,0.8,0,0
Seed 110,13-Apr,Organic Soil,0,0,1,0.4,1,32,2
Seed 111,13-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 112,13-Apr,Organic Soil,0,0,0.8,0.3,0.8,0,0
Seed 113,13-Apr,Organic Soil,0,0,1.1,0.4,1,28,2
Seed 114,13-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 115,13-Apr,Organic Soil,0,0,0.4,0.1,0.5,0,0
Seed 116,13-Apr,Organic Soil,0,0,0.7,0.2,0.6,30,2
Seed 117,13-Apr,Organic Soil,0,0,0.3,0.1,0.4,0,0
Seed 118,13-Apr,Organic Soil,0,0,0.6,0.2,0.5,0,0
Seed 119,13-Apr,Organic Soil,0,0,0.4,0.1,0.4,30,2
Seed 120,13-Apr,Organic Soil,0,0,0.5,0.1,0.5,0,0
Seed 121,13-Apr,Organic Soil,0,0,0.2,0.1,0.3,23,2
Seed 122,13-Apr,Organic Soil,0,0,0.4,0.1,0.4,0,0
Seed 123,13-Apr,Organic Soil,0,0,0.7,0.2,0.6,0,0
Seed 124,13-Apr,Organic Soil,0,0,0.3,0.1,0.4,28,2
Seed 125,13-Apr,Organic Soil,0,0,0.6,0.2,0.5,0,0
Seed 126,13-Apr,Organic Soil,0,0,0.4,0.1,0.4,0,0
Seed 127,13-Apr,Organic Soil,0,0,0.5,0.1,0.5,0,0
Seed 128,13-Apr,Organic Soil,0,0,0.2,0.1,0.3,0,0
Seed 129,13-Apr,Organic Soil,0,0,0.4,0.1,0.4,30,2
Seed 130,13-Apr,Organic Soil,0,0,0.7,0.2,0.6,30,2
Seed 1,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,40,3
Seed 2,14-Apr,Loam Soil,0,0,0.6,0.2,0.5,42,4
Seed 3,14-Apr,Loam Soil,0,0,0.4,0.1,0.4,41,4
Seed 4,14-Apr,Loam Soil,0,0,0.5,0.1,0.5,37,3
Seed 5,14-Apr,Loam Soil,0,0,0.2,0.1,0.3,50,4
Seed 6,14-Apr,Loam Soil,0,0,0.4,0.1,0.4,47,4
Seed 7,14-Apr,Loam Soil,0,0,0.7,0.2,0.6,35,3
Seed 8,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,36,4
Seed 9,14-Apr,Loam Soil,0,0,0.6,0.2,0.5,42,2
Seed 10,14-Apr,Loam Soil,0,0,0.4,0.1,0.4,41,4
Seed 11,14-Apr,Loam Soil,0,0,0.5,0.1,0.5,40,3
Seed 12,14-Apr,Loam Soil,0,0,0.2,0.1,0.3,33,4
Seed 13,14-Apr,Loam Soil,0,0,0.4,0.1,0.4,36,3
Seed 14,14-Apr,Loam Soil,0,0,0.7,0.2,0.6,40,3
Seed 15,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,51,4
Seed 16,14-Apr,Loam Soil,0,0,0.6,0.2,0.5,53,4
Seed 17,14-Apr,Loam Soil,0,0,0.4,0.1,0.4,40,4
Seed 18,14-Apr,Loam Soil,0,0,0.5,0.1,0.5,41,3
Seed 19,14-Apr,Loam Soil,0,0,0.2,0.1,0.3,33,4
Seed 20,14-Apr,Loam Soil,0,0,0.4,0.1,0.4,36,4
Seed 21,14-Apr,Loam Soil,0,0,0.7,0.2,0.6,37,4
Seed 22,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,35,4
Seed 23,14-Apr,Loam Soil,0,0,0.6,0.2,0.5,40,3
Seed 24,14-Apr,Loam Soil,0,0,0.5,0.1,0.6,45,3
Seed 25,14-Apr,Loam Soil,0,0,0.6,0.3,0.7,52,3
Seed 26,14-Apr,Loam Soil,0,0,0.3,0.2,0.4,54,3
Seed 27,14-Apr,Loam Soil,0,0,0.4,0.2,0.5,41,3
Seed 28,14-Apr,Loam Soil,0,0,0.2,0.1,0.3,36,4
Seed 29,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,31,3
Seed 30,14-Apr,Loam Soil,0,0,0.6,0.2,0.7,36,2
Seed 31,14-Apr,Loam Soil,0,0,0.5,0.2,0.6,56,5
Seed 32,14-Apr,Loam Soil,0,0,0.4,0.1,0.5,0,0
Seed 33,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,30,3
Seed 34,14-Apr,Loam Soil,0,0,0.6,0.2,0.7,37,4
Seed 35,14-Apr,Loam Soil,0,0,0.5,0.2,0.6,51,3
Seed 36,14-Apr,Loam Soil,0,0,0.4,0.1,0.5,52,3
Seed 37,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,45,3
Seed 38,14-Apr,Loam Soil,0,0,0.6,0.2,0.7,45,3
Seed 39,14-Apr,Loam Soil,0,0,0.5,0.2,0.6,41,4
Seed 40,14-Apr,Loam Soil,0,0,0.4,0.1,0.5,47,3
Seed 41,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,41,3
Seed 42,14-Apr,Loam Soil,0,0,0.6,0.2,0.7,46,4
Seed 43,14-Apr,Loam Soil,0,0,0.5,0.2,0.6,35,4
Seed 44,14-Apr,Loam Soil,0,0,0.4,0.1,0.5,38,4
Seed 45,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,45,4
Seed 46,14-Apr,Loam Soil,0,0,0.6,0.2,0.7,54,3
Seed 47,14-Apr,Loam Soil,0,0,0.5,0.2,0.6,52,3
Seed 48,14-Apr,Loam Soil,0,0,0.4,0.1,0.5,36,4
Seed 49,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,41,4
Seed 50,14-Apr,Loam Soil,0,0,0.6,0.2,0.7,47,3
Seed 51,14-Apr,Loam Soil,0,0,0.5,0.2,0.6,46,4
Seed 52,14-Apr,Loam Soil,0,0,0.4,0.1,0.5,41,4
Seed 53,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,38,3
Seed 54,14-Apr,Loam Soil,0,0,0.6,0.2,0.7,41,4
Seed 55,14-Apr,Loam Soil,0,0,0.5,0.2,0.6,60,3
Seed 56,14-Apr,Loam Soil,0,0,0.4,0.1,0.5,56,3
Seed 57,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,40,2
Seed 58,14-Apr,Loam Soil,0,0,0.6,0.2,0.7,37,3
Seed 59,14-Apr,Loam Soil,0,0,0.5,0.2,0.6,36,4
Seed 60,14-Apr,Loam Soil,0,0,0.4,0.1,0.5,41,4
Seed 61,14-Apr,Loam Soil,0,0,0.3,0.1,0.4,46,3
Seed 62,14-Apr,Loam Soil,0,0,0.7,0.3,0.8,30,4
Seed 63,14-Apr,Loam Soil,0,0,0.6,0.2,0.7,36,3
Seed 64,14-Apr,Loam Soil,0,0,0.5,0.2,0.6,51,4
Seed 65,14-Apr,Loam Soil,0,0,0.4,0.1,0.5,56,4
Seed 66,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,29,3
Seed 67,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 68,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,31,2
Seed 69,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,25,2
Seed 70,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,0,0
Seed 71,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,25,2
Seed 72,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 73,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,0,0
Seed 74,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,30,2
Seed 75,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 76,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 77,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,34,2
Seed 78,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,0,0
Seed 79,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,27,2
Seed 80,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 81,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,0,0
Seed 82,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,35,2
Seed 83,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 84,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,25,2
Seed 85,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,0,0
Seed 86,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,23,2
Seed 87,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 88,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,31,2
Seed 89,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,0,0
Seed 90,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,0,0
Seed 91,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 92,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,27,2
Seed 93,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,0,0
Seed 94,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,30,2
Seed 95,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 96,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 97,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,0,0
Seed 98,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,0,0
Seed 99,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,33,2
Seed 100,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,0,0
Seed 101,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,30,2
Seed 102,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 103,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 104,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,30,2
Seed 105,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,0,0
Seed 106,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 107,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,28,2
Seed 108,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,0,0
Seed 109,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,0,0
Seed 110,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,32,2
Seed 111,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 112,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,0,0
Seed 113,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,29,2
Seed 114,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 115,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 116,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,30,2
Seed 117,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,0,0
Seed 118,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 119,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,30,2
Seed 120,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,0,0
Seed 121,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,23,2
Seed 122,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 123,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 124,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,28,2
Seed 125,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,0,0
Seed 126,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,0,0
Seed 127,14-Apr,Organic Soil,0,0,0.5,0.2,0.6,0,0
Seed 128,14-Apr,Organic Soil,0,0,0.4,0.1,0.5,0,0
Seed 129,14-Apr,Organic Soil,0,0,0.3,0.1,0.4,30,2
Seed 130,14-Apr,Organic Soil,0,0,0.6,0.2,0.7,30,2
Seed 1,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,40,3
Seed 2,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.5,42,4
Seed 3,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.4,41,4
Seed 4,15-Apr,Loam Soil,0.5,0,0.5,0.1,0.5,37,3
Seed 5,15-Apr,Loam Soil,0.5,0,0.2,0.1,0.3,50,4
Seed 6,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.4,47,4
Seed 7,15-Apr,Loam Soil,0.5,0,0.7,0.2,0.6,35,3
Seed 8,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,37,4
Seed 9,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.5,42,2
Seed 10,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.4,41,4
Seed 11,15-Apr,Loam Soil,0.5,0,0.5,0.1,0.5,40,3
Seed 12,15-Apr,Loam Soil,0.5,0,0.2,0.1,0.3,33,4
Seed 13,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.4,36,3
Seed 14,15-Apr,Loam Soil,0.5,0,0.7,0.2,0.6,40,3
Seed 15,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,52,4
Seed 16,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.5,53,4
Seed 17,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.4,40,4
Seed 18,15-Apr,Loam Soil,0.5,0,0.5,0.1,0.5,41,3
Seed 19,15-Apr,Loam Soil,0.5,0,0.2,0.1,0.3,33,4
Seed 20,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.4,36,4
Seed 21,15-Apr,Loam Soil,0.5,0,0.7,0.2,0.6,37,4
Seed 22,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,35,4
Seed 23,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.5,40,3
Seed 24,15-Apr,Loam Soil,0.5,0,0.5,0.1,0.6,45,3
Seed 25,15-Apr,Loam Soil,0.5,0,0.6,0.3,0.7,52,3
Seed 26,15-Apr,Loam Soil,0.5,0,0.3,0.2,0.4,54,3
Seed 27,15-Apr,Loam Soil,0.5,0,0.4,0.2,0.5,41,3
Seed 28,15-Apr,Loam Soil,0.5,0,0.2,0.1,0.3,36,4
Seed 29,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,32,3
Seed 30,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.7,36,2
Seed 31,15-Apr,Loam Soil,0.5,0,0.5,0.2,0.6,56,5
Seed 32,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.5,0,0
Seed 33,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,30,3
Seed 34,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.7,37,4
Seed 35,15-Apr,Loam Soil,0.5,0,0.5,0.2,0.6,51,3
Seed 36,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.5,52,3
Seed 37,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,45,3
Seed 38,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.7,45,3
Seed 39,15-Apr,Loam Soil,0.5,0,0.5,0.2,0.6,41,4
Seed 40,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.5,47,3
Seed 41,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,42,3
Seed 42,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.7,46,4
Seed 43,15-Apr,Loam Soil,0.5,0,0.5,0.2,0.6,35,4
Seed 44,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.5,38,4
Seed 45,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,45,4
Seed 46,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.7,54,3
Seed 47,15-Apr,Loam Soil,0.5,0,0.5,0.2,0.6,52,3
Seed 48,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.5,36,4
Seed 49,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,41,4
Seed 50,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.7,47,3
Seed 51,15-Apr,Loam Soil,0.5,0,0.5,0.2,0.6,46,4
Seed 52,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.5,41,4
Seed 53,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,38,3
Seed 54,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.7,41,4
Seed 55,15-Apr,Loam Soil,0.5,0,0.5,0.2,0.6,60,3
Seed 56,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.5,56,3
Seed 57,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,40,2
Seed 58,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.7,37,3
Seed 59,15-Apr,Loam Soil,0.5,0,0.5,0.2,0.6,36,4
Seed 60,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.5,41,4
Seed 61,15-Apr,Loam Soil,0.5,0,0.3,0.1,0.4,46,3
Seed 62,15-Apr,Loam Soil,0.5,0,0.7,0.3,0.8,30,4
Seed 63,15-Apr,Loam Soil,0.5,0,0.6,0.2,0.7,36,3
Seed 64,15-Apr,Loam Soil,0.5,0,0.5,0.2,0.6,51,4
Seed 65,15-Apr,Loam Soil,0.5,0,0.4,0.1,0.5,57,4
Seed 66,15-Apr,Organic Soil,0.25,0,0.3,0.1,0.4,33,3
Seed 67,15-Apr,Organic Soil,0.25,0,0.6,0.2,0.7,0,0
Seed 68,15-Apr,Organic Soil,0.25,0,0.5,0.2,0.6,31,2
Seed 69,15-Apr,Organic Soil,0.25,0,0.4,0.1,0.5,25,2
Seed 70,15-Apr,Organic Soil,0.25,0,0.3,0.1,0.4,0,0
Seed 71,15-Apr,Organic Soil,0.25,0,0.6,0.2,0.7,28,2
Seed 72,15-Apr,Organic Soil,0.25,0,0.5,0.2,0.6,0,0
Seed 73,15-Apr,Organic Soil,0.25,0,0.4,0.1,0.5,0,0
Seed 74,15-Apr,Organic Soil,0.25,0,0.3,0.1,0.4,30,2
Seed 75,15-Apr,Organic Soil,0.25,0,0.6,0.2,0.7,0,0
Seed 76,15-Apr,Organic Soil,0.25,0,0.5,0.2,0.6,0,0
Seed 77,15-Apr,Organic Soil,0.25,0,0.4,0.1,0.5,34,2
Seed 78,15-Apr,Organic Soil,0.25,0,0.3,0.1,0.4,0,0
Seed 79,15-Apr,Organic Soil,0.25,0,0.6,0.2,0.7,30,2
Seed 80,15-Apr,Organic Soil,0.25,0,0.5,0.2,0.6,0,0
Seed 81,15-Apr,Organic Soil,0.25,0,0.4,0.1,0.5,0,0
Seed 82,15-Apr,Organic Soil,0.25,0,0.3,0.1,0.4,35,2
Seed 83,15-Apr,Organic Soil,0.25,0,0.6,0.2,0.7,0,0
